seq_name,duplicate_seqs
KF148214.1,KF148229.1;KF148232.1;KF148240.1;KF148242.1;KF148504.1
JX152833.1,JX153358.1
HQ438687.1,HQ438689.1
KY670975.1,KY670984.1
KY645703.1,KY645737.1
MF057283.1,MF057285.1
FJ383774.1,FJ383775.1;FJ383776.1;FJ383777.1
JX297159.1,JX297160.1
KX456623.1,KX456627.1
MF057600.1,MF057617.1;MF057644.1;MF057655.1;MF057659.1
KF161569.1,KF161741.1
